minTimeClimb
state
True, True, True
1, 10, 1, False, 0.031186, 0.018585, 0.001503
1, 20, 1, False, 0.055455, 0.043144, 0.001519
1, 40, 1, False, 0.101470, 0.128572, 0.001521
1, 60, 1, False, 0.148189, 0.260775, 0.001514
1, 120, 1, False, 0.286346, 0.893812, 0.001496
1, 240, 1, False, 0.564231, 3.440371, 0.001532
1, 480, 1, False, 1.124814, 13.543029, 0.001665
1, 1000, 1, False, 2.363285, 57.666024, 0.001744
1, 2000, 1, False, 4.769066, 250.411848, 0.001728
1, 5000, 1, False, 12.550751, 1668.921533, 0.001806
