minTimeClimb
state
True, True, True
1, 10, 1, False, 0.025556, 0.014694, 0.001979
1, 10, 1, True, 0.022338, 0.009754, 0.087352
1, 20, 1, False, 0.039288, 0.040941, 0.001950
1, 20, 1, True, 0.043407, 0.011736, 0.158344
1, 40, 1, False, 0.067476, 0.089634, 0.001946
1, 40, 1, True, 0.066359, 0.019212, 0.359740
1, 60, 1, False, 0.099825, 0.161868, 0.001975
1, 60, 1, True, 0.107028, 0.024581, 0.681314
1, 120, 1, False, 0.191947, 0.558549, 0.001989
1, 120, 1, True, 0.199450, 0.056363, 2.243206
1, 240, 1, False, 0.371497, 2.231159, 0.002541
1, 240, 1, True, 0.388259, 0.123637, 8.277095
1, 480, 1, False, 0.747164, 8.319021, 0.002079
1, 480, 1, True, 0.720489, 0.344929, 32.328588
1, 1000, 1, False, 1.531770, 37.694751, 0.002151
1, 1000, 1, True, 1.551034, 1.025265, 140.835190
1, 2000, 1, False, 3.139826, 154.380067, 0.002151
1, 2000, 1, True, 3.148472, 3.308389, 572.879367
