minTimeClimb
state
True, True, True
1, 10, 1, False, 0.021811, 0.013744, 0.001731, 0.001407, 0.005215, 0.003821, 0.002159, 0.006791
1, 10, 1, True, 0.021521, 0.010231, 0.088220, 0.001395, 0.001554, 0.004027, 0.001677, 0.002609
1, 20, 1, False, 0.036291, 0.027581, 0.001945, 0.002607, 0.016107, 0.004364, 0.002895, 0.019430
1, 20, 1, True, 0.037319, 0.011410, 0.178470, 0.002398, 0.002109, 0.003558, 0.002725, 0.003533
1, 40, 1, False, 0.065558, 0.087051, 0.002001, 0.005427, 0.064032, 0.004356, 0.005845, 0.075622
1, 40, 1, True, 0.065712, 0.018031, 0.367275, 0.004842, 0.003780, 0.003886, 0.005177, 0.006159
1, 60, 1, False, 0.098703, 0.169276, 0.002162, 0.008378, 0.136287, 0.004907, 0.008818, 0.154157
1, 60, 1, True, 0.097233, 0.023977, 0.646595, 0.008578, 0.005229, 0.004049, 0.008978, 0.008620
1, 120, 1, False, 0.193517, 0.533096, 0.002119, 0.027062, 0.450284, 0.006201, 0.027713, 0.497935
1, 120, 1, True, 0.187784, 0.056758, 2.061445, 0.021486, 0.010187, 0.005343, 0.022083, 0.024488
1, 240, 1, False, 0.361029, 2.030358, 0.002033, 0.065753, 1.763447, 0.009912, 0.066599, 1.949366
1, 240, 1, True, 0.382251, 0.116278, 7.857976, 0.063303, 0.019428, 0.008878, 0.064200, 0.031463
1, 480, 1, False, 0.728080, 8.031877, 0.002120, 0.175972, 7.074158, 0.040566, 0.178290, 7.811513
1, 480, 1, True, 0.731145, 0.325516, 30.802454, 0.176023, 0.037580, 0.025949, 0.185874, 0.105949
1, 1000, 1, False, 1.500603, 35.877661, 0.002135, 0.625223, 31.608866, 0.139009, 0.631509, 35.104733
1, 1000, 1, True, 1.510506, 0.994234, 134.725657, 0.613693, 0.078961, 0.128057, 0.620023, 0.229137
1, 2000, 1, False, 3.069437, 148.224720, 0.002175, 2.092218, 128.831119, 0.697572, 2.102602, 145.420729
1, 2000, 1, True, 3.086653, 3.360478, 564.230122, 2.151529, 0.176319, 0.671922, 2.169491, 0.489087
