AMD
state
True, True, False
1, 20, 140, False, 187.712593, 351.413173, 0.000000
1, 20, 140, True, 187.924566, 117.957584, 0.000000
1, 50, 140, False, 188.117693, 369.053345, 0.000000
1, 50, 140, True, 188.199565, 117.600487, 0.000000
1, 100, 140, False, 187.956397, 413.353165, 0.000000
1, 100, 140, True, 188.043168, 118.341442, 0.000000
1, 200, 140, False, 188.563424, 557.660005, 0.000000
1, 200, 140, True, 188.397198, 119.268871, 0.000000
1, 400, 140, False, 189.247977, 1073.220441, 0.000000
1, 400, 140, True, 189.408248, 122.915560, 0.000000
