brach
state
True, True, True
1, 10, 1, False, 0.003221, 0.014518, 0.000749, 0.000984, 0.007360, 0.001674, 0.001391, 0.010922
1, 10, 1, True, 0.002791, 0.005307, 0.066092, 0.001882, 0.008229, 0.003061, 0.002602, 0.012860
1, 20, 1, False, 0.002817, 0.031789, 0.000706, 0.003580, 0.028542, 0.004707, 0.004698, 0.040219
1, 20, 1, True, 0.002933, 0.007442, 0.147088, 0.005201, 0.029774, 0.006153, 0.006658, 0.043308
1, 40, 1, False, 0.002940, 0.087982, 0.000721, 0.008559, 0.095092, 0.007990, 0.010443, 0.124721
1, 40, 1, True, 0.002917, 0.012069, 0.399930, 0.011703, 0.097184, 0.009622, 0.013935, 0.130719
1, 60, 1, False, 0.003136, 0.170937, 0.000753, 0.017052, 0.232608, 0.011903, 0.019765, 0.292604
1, 60, 1, True, 0.003042, 0.017187, 0.738240, 0.021509, 0.235483, 0.013969, 0.024603, 0.301682
1, 120, 1, False, 0.003874, 0.577386, 0.000710, 0.034517, 0.728190, 0.018078, 0.038137, 0.860529
1, 120, 1, True, 0.003637, 0.037737, 2.313018, 0.046406, 0.733372, 0.021840, 0.050584, 0.879619
1, 240, 1, False, 0.005688, 2.112839, 0.000717, 0.083140, 2.614022, 0.033387, 0.088239, 2.942566
1, 240, 1, True, 0.005919, 0.098383, 8.234345, 0.117815, 2.623827, 0.043238, 0.123699, 2.989753
1, 480, 1, False, 0.013339, 8.283537, 0.000808, 0.234557, 10.194033, 0.087628, 0.241787, 11.109993
1, 480, 1, True, 0.012889, 0.294448, 31.934973, 0.347311, 10.213290, 0.123377, 0.355741, 11.235193
1, 1000, 1, False, 0.053444, 34.838112, 0.000812, 0.782894, 42.495413, 0.309157, 0.793653, 45.448573
1, 1000, 1, True, 0.053324, 1.112438, 137.232274, 1.220941, 42.535991, 0.460411, 1.233810, 45.854811
1, 2000, 1, False, 0.205702, 139.859332, 0.000810, 2.974386, 172.544051, 1.206708, 2.991445, 183.208838
1, 2000, 1, True, 0.205456, 4.061021, 554.500777, 4.708017, 172.626161, 1.807174, 4.731576, 184.612142
