brach
state
True, True, True
1, 10, 1, False, 0.003151, 0.013938, 0.000737
1, 10, 1, True, 0.002761, 0.005181, 0.065464
1, 20, 1, False, 0.002821, 0.031154, 0.000705
1, 20, 1, True, 0.002934, 0.007404, 0.145929
1, 40, 1, False, 0.002914, 0.087153, 0.000754
1, 40, 1, True, 0.002929, 0.011937, 0.399270
1, 60, 1, False, 0.003180, 0.169359, 0.000714
1, 60, 1, True, 0.003080, 0.017266, 0.728384
1, 120, 1, False, 0.003703, 0.577102, 0.000692
1, 120, 1, True, 0.003677, 0.037720, 2.303882
1, 240, 1, False, 0.005697, 2.107395, 0.000704
1, 240, 1, True, 0.006065, 0.098286, 8.225254
1, 480, 1, False, 0.013099, 8.276676, 0.000813
1, 480, 1, True, 0.012978, 0.295022, 31.989111
1, 1000, 1, False, 0.053263, 34.860430, 0.000813
1, 1000, 1, True, 0.053599, 1.072872, 137.275248
1, 2000, 1, False, 0.205014, 140.344303, 0.000803
1, 2000, 1, True, 0.205403, 4.145227, 552.517457
