beam-par
desvar
True, True, False
4, 1, 1, False, 0.005912, 0.028523, 0.000000
4, 1, 1, True, 0.003645, 0.140129, 0.000000
8, 1, 1, False, 0.002667, 0.030874, 0.000000
8, 1, 1, True, 0.002679, 0.123707, 0.000000
16, 1, 1, False, 0.002670, 0.029461, 0.000000
16, 1, 1, True, 0.002713, 0.118208, 0.000000
32, 1, 1, False, 0.002723, 0.029606, 0.000000
32, 1, 1, True, 0.002694, 0.112879, 0.000000
64, 1, 1, False, 0.002926, 0.031109, 0.000000
64, 1, 1, True, 0.002551, 0.116807, 0.000000
128, 1, 1, False, 0.002743, 0.031710, 0.000000
128, 1, 1, True, 0.004451, 0.113609, 0.000000
