minTimeClimb
state
True, True, True
1, 10, 1, False, 0.042748, 0.022808, 0.002025
1, 10, 1, True, 0.042648, 0.013361, 0.112253
1, 20, 1, False, 0.073910, 0.048779, 0.002019
1, 20, 1, True, 0.073895, 0.016580, 0.210893
1, 40, 1, False, 0.136242, 0.136169, 0.002015
1, 40, 1, True, 0.136148, 0.023612, 0.544829
1, 60, 1, False, 0.198577, 0.270329, 0.002020
1, 60, 1, True, 0.198437, 0.032098, 1.041519
1, 120, 1, False, 0.384592, 0.919739, 0.002016
1, 120, 1, True, 0.384911, 0.059601, 3.496496
1, 240, 1, False, 0.758454, 3.450542, 0.002080
1, 240, 1, True, 0.757840, 0.130623, 12.772545
1, 480, 1, False, 1.509455, 13.392582, 0.002223
1, 480, 1, True, 1.509074, 0.340995, 49.316142
