minTimeClimb
state
True, True, True
1, 10, 1, False, 0.030864, 0.018242, 0.001494, 0.001694, 0.008693, 0.004385, 0.002095, 0.011235
1, 10, 1, True, 0.032124, 0.010614, 0.082086, 0.001586, 0.002061, 0.004306, 0.001886, 0.003291
1, 20, 1, False, 0.055425, 0.043060, 0.001508, 0.003085, 0.028619, 0.004736, 0.003495, 0.034214
1, 20, 1, True, 0.055350, 0.014117, 0.166704, 0.003056, 0.003158, 0.004406, 0.003412, 0.005049
1, 40, 1, False, 0.101678, 0.126501, 0.001499, 0.006267, 0.101828, 0.004905, 0.006725, 0.114269
1, 40, 1, True, 0.102099, 0.020614, 0.464562, 0.005529, 0.005570, 0.004616, 0.005896, 0.008855
1, 60, 1, False, 0.148790, 0.257644, 0.001520, 0.009790, 0.220589, 0.005157, 0.010285, 0.241504
1, 60, 1, True, 0.148750, 0.028395, 0.916304, 0.008844, 0.007957, 0.004770, 0.009253, 0.012944
1, 120, 1, False, 0.288947, 0.889194, 0.001526, 0.022770, 0.803409, 0.006011, 0.023397, 0.859004
1, 120, 1, True, 0.285885, 0.054685, 3.212082, 0.021424, 0.014584, 0.006266, 0.022000, 0.024209
1, 240, 1, False, 0.569468, 3.428233, 0.001528, 0.060877, 3.186670, 0.009593, 0.061802, 3.355985
1, 240, 1, True, 0.566448, 0.120955, 12.251894, 0.059035, 0.028226, 0.009651, 0.060000, 0.047242
1, 480, 1, False, 1.128222, 13.497874, 0.001675, 0.182471, 12.706807, 0.026750, 0.184170, 13.285860
1, 480, 1, True, 1.137050, 0.308519, 47.977570, 0.178638, 0.055834, 0.022352, 0.180144, 0.094368
1, 1000, 1, False, 2.364713, 57.263900, 0.001742, 0.660492, 54.110425, 0.102307, 0.663686, 56.496416
1, 1000, 1, True, 2.374810, 0.974725, 206.683779, 0.647702, 0.117003, 0.084524, 0.650966, 0.196825
1, 2000, 1, False, 4.826172, 244.900675, 0.001725, 2.384105, 227.328887, 0.395345, 2.389839, 242.105164
1, 2000, 1, True, 4.786280, 3.262613, 886.543239, 2.348635, 0.246464, 0.325925, 2.353920, 0.419233
1, 5000, 1, False, 12.620433, 1634.705986, 0.001786, 14.158277, 1519.247173, 2.213260, 14.171374, 1618.270400
1, 5000, 1, True, 12.674845, 18.025269, 5869.346322, 14.137501, 0.646251, 1.776679, 14.151009, 1.091126
