beamPar
proc
True, True, False
32, 150, 1, True, 0.012445, 262.523754, 0.000000
32, 150, 1, False, 0.012439, 8.052863, 0.000000
32, 150, 2, True, 0.011183, 34.953864, 0.000000
32, 150, 2, False, 0.011180, 4.091886, 0.000000
32, 150, 4, True, 0.010980, 5.102064, 0.000000
32, 150, 4, False, 0.010893, 2.151068, 0.000000
32, 150, 8, True, 0.011217, 0.947004, 0.000000
32, 150, 8, False, 0.011140, 1.174829, 0.000000
32, 150, 16, True, 0.013638, 0.227079, 0.000000
32, 150, 16, False, 0.013506, 0.690692, 0.000000
32, 150, 32, True, 0.020715, 0.085829, 0.000000
32, 150, 32, False, 0.023561, 0.460257, 0.000000
